5,0.3,0.2,1.004,0.18182
11,0.4,0.1,1.01,0.16364
13,0.5,0.2,1.008,0.14545
16,0.3,0.4,1.0159,0.12727
21,0.2,0.3,1.0178,0.10909
22,0.6,0.2,1.0247,0.090909
23,0.1,0.1,1.0479,0.072727
37,0.5,0.1,1.0169,0.054545
39,0.4,0.4,1.0129,0.036364
42,0.5,0.4,1.0198,0.018182
