3,0.8,0.8,1.0051,0.22222
4,0.8,0.6,1.015,0.19444
20,0.9,0.8,1.0013,0.16667
27,0.9,0.6,1.0113,0.13889
28,0.7,0.6,1.0284,0.11111
30,1,0.9,1.0174,0.083333
31,1,1,1.0369,0.055556
35,1,0.7,1.0075,0.027778
