2,0.2,0.8,1.0133,0.16667
7,0.3,0.7,1.007,0.15152
9,0.4,0.6,1.0205,0.13636
10,0.4,0.8,1.0007,0.12121
19,0.5,1,1.0289,0.10606
24,0.6,0.7,1.0324,0.090909
29,0.2,0.7,1.0182,0.075758
32,0.6,1,1.0468,0.060606
38,0.2,0.9,1.0182,0.045455
40,0.5,0.9,1.0142,0.030303
41,0.1,0.7,1.039,0.015152
