1,1,0.3,1.0075,0.14286
6,1,0.5,1.0272,0.13187
8,0.8,0.3,1.003,0.12088
12,1,0.2,1.0125,0.10989
14,0.7,0.3,1.0155,0.098901
15,0.9,0.5,1.0201,0.087912
17,0.8,0.1,1.0227,0.076923
18,0.9,0.3,1.0003,0.065934
25,0.7,0.2,1.0204,0.054945
26,0.9,0.2,1.0053,0.043956
33,0.9,0.4,1.0053,0.032967
34,1,0.4,1.0125,0.021978
36,0.8,0.2,1.0079,0.010989
